userID,gender,age,occupation,varying
3552,F,35-44,artist,3.2
3553,M,35-44,self-employed,4.1
3554,M,25-34,scientist,3.7
3555,M,56+,executive/managerial,3.1
3556,M,25-34,technician/engineer,3.9
3557,M,18-24,customer service,3.9
3558,M,18-24,technician/engineer,4.3
3559,M,18-24,college/grad student,4.4
3560,F,25-34,doctor/health care,4.4
3561,M,35-44,sales/marketing,3.9
3562,F,25-34,doctor/health care,3.4
3563,M,25-34,artist,3.8
3564,M,25-34,lawyer,3.2
3565,M,25-34,tradesman/craftsman,3.2
3566,M,45-49,other,3.8
3567,M,25-34,sales/marketing,4.0
3568,M,25-34,other,3.9
3569,F,18-24,artist,3.0
3570,M,35-44,programmer,3.2
3571,M,18-24,college/grad student,3.5
3572,M,35-44,lawyer,4.2
3573,M,Under 18,K-12 student,3.4
3574,F,35-44,doctor/health care,3.6
3575,M,25-34,tradesman/craftsman,3.3
3576,M,50-55,executive/managerial,3.3
3577,F,56+,other,3.7
3578,M,50-55,clerical/admin,3.4
3579,M,18-24,other,3.3
3580,F,18-24,clerical/admin,4.0
3581,M,18-24,academic/educator,3.2
3582,F,35-44,other,3.6
3583,F,25-34,homemaker,4.2
3584,M,18-24,other,3.1
3585,M,35-44,writer,3.7
3586,M,35-44,writer,3.4
3587,M,35-44,clerical/admin,4.3
3588,M,25-34,artist,4.1
3589,F,45-49,other,2.5
3590,F,18-24,scientist,4.2
3591,M,35-44,doctor/health care,3.7
3592,F,56+,artist,4.4
3593,F,25-34,homemaker,3.4
3594,M,Under 18,other,3.4
3595,M,25-34,other,4.0
3596,F,35-44,college/grad student,4.7
3597,M,25-34,technician/engineer,4.0
3598,M,56+,academic/educator,1.0
3599,M,25-34,self-employed,2.8
3600,M,35-44,writer,3.7
3601,F,35-44,clerical/admin,4.1
3602,M,25-34,programmer,3.6
3603,F,35-44,executive/managerial,2.8
3604,F,Under 18,K-12 student,4.6
3605,M,18-24,programmer,3.9
3606,F,25-34,scientist,4.1
3607,M,35-44,technician/engineer,3.7
3608,F,35-44,homemaker,3.8
3609,F,25-34,technician/engineer,3.2
3610,M,18-24,doctor/health care,3.5
3611,M,25-34,artist,4.0
3612,M,25-34,sales/marketing,3.7
3613,M,25-34,other,3.6
3614,M,25-34,other,3.3
3615,M,25-34,technician/engineer,3.4
3616,M,45-49,other,3.9
3617,M,35-44,executive/managerial,3.6
3618,M,56+,technician/engineer,3.0
3619,M,50-55,self-employed,3.7
3620,M,25-34,executive/managerial,3.3
3621,M,18-24,college/grad student,3.1
3622,M,18-24,academic/educator,3.9
3623,M,35-44,lawyer,3.7
3624,M,25-34,programmer,4.1
3625,M,18-24,K-12 student,3.3
3626,M,25-34,technician/engineer,3.6
3627,F,35-44,academic/educator,3.6
3628,M,25-34,executive/managerial,2.0
3629,F,50-55,executive/managerial,4.2
3630,M,18-24,college/grad student,3.3
3631,M,18-24,college/grad student,3.9
3632,M,50-55,lawyer,3.4
3633,M,35-44,tradesman/craftsman,4.0
3634,M,50-55,academic/educator,3.0
3635,M,50-55,academic/educator,4.2
3636,M,25-34,other,3.7
3637,M,25-34,doctor/health care,3.0
3638,M,25-34,artist,3.5
3639,M,18-24,college/grad student,3.0
3640,M,35-44,executive/managerial,3.9
3641,M,25-34,other,3.7
3642,F,25-34,executive/managerial,2.6
3643,M,25-34,technician/engineer,3.5
3644,F,25-34,lawyer,4.0
3645,M,35-44,technician/engineer,3.9
3646,M,35-44,writer,4.1
3647,M,25-34,executive/managerial,3.8
3648,M,18-24,college/grad student,3.1
3649,F,25-34,other,4.3
3650,M,25-34,other,3.4
3651,M,25-34,sales/marketing,4.0
3652,M,25-34,programmer,3.4
3653,M,18-24,scientist,4.2
3654,M,25-34,technician/engineer,3.3
3655,F,25-34,executive/managerial,3.8
3656,F,45-49,customer service,3.0
3657,M,18-24,technician/engineer,4.2
3658,F,25-34,executive/managerial,3.8
3659,M,18-24,college/grad student,4.2
3660,M,35-44,executive/managerial,3.7
3661,M,35-44,programmer,3.9
3662,M,35-44,self-employed,3.0
3663,F,35-44,homemaker,3.5
3664,F,35-44,academic/educator,3.0
3665,M,25-34,other,3.4
3666,M,45-49,other,4.1
3667,F,Under 18,K-12 student,3.9
3668,F,45-49,executive/managerial,4.0
3669,M,25-34,sales/marketing,3.2
3670,M,45-49,sales/marketing,3.6
3671,M,25-34,college/grad student,4.2
3672,M,35-44,customer service,3.3
3673,M,25-34,artist,3.8
3674,M,25-34,writer,3.7
3675,M,35-44,executive/managerial,3.5
3676,F,35-44,programmer,3.6
3677,F,25-34,programmer,4.0
3678,M,25-34,other,3.2
3679,M,25-34,college/grad student,3.7
3680,F,25-34,academic/educator,3.9
3681,M,25-34,executive/managerial,4.1
3682,F,50-55,academic/educator,4.5
3683,M,25-34,artist,3.1
3684,M,25-34,technician/engineer,4.3
3685,M,25-34,customer service,4.2
3686,M,25-34,executive/managerial,4.5
3687,F,50-55,academic/educator,3.1
3688,M,18-24,doctor/health care,4.5
3689,M,25-34,other,3.0
3690,M,18-24,other,2.9
3691,M,25-34,executive/managerial,3.6
3692,M,35-44,technician/engineer,4.0
3693,M,25-34,scientist,3.4
3694,M,25-34,programmer,4.0
3695,M,25-34,artist,4.1
3696,M,35-44,executive/managerial,3.9
3697,M,25-34,scientist,4.0
3698,M,25-34,executive/managerial,3.0
3699,F,56+,clerical/admin,4.6
3700,M,25-34,sales/marketing,4.0
3701,M,35-44,academic/educator,3.8
3702,M,35-44,scientist,3.8
3703,M,18-24,programmer,3.3
3704,F,35-44,other,4.5
3705,M,45-49,executive/managerial,3.7
3706,M,25-34,programmer,4.1
3707,F,18-24,other,3.8
3708,M,56+,executive/managerial,3.9
3709,M,25-34,programmer,3.3
3710,M,Under 18,K-12 student,3.8
3711,M,35-44,other,4.2
3712,M,25-34,technician/engineer,3.6
3713,F,25-34,executive/managerial,3.7
3714,M,25-34,technician/engineer,3.1
3715,M,18-24,customer service,3.8
3716,M,18-24,programmer,3.6
3717,M,35-44,technician/engineer,3.8
3718,M,50-55,technician/engineer,3.6
3719,M,25-34,academic/educator,3.8
3720,M,45-49,executive/managerial,3.5
3721,M,25-34,scientist,3.7
3722,M,25-34,tradesman/craftsman,4.0
3723,M,25-34,sales/marketing,4.3
3724,M,35-44,doctor/health care,3.5
3725,M,18-24,college/grad student,3.7
3726,M,25-34,technician/engineer,3.5
3727,M,35-44,executive/managerial,3.2
3728,M,18-24,college/grad student,3.9
3729,M,18-24,college/grad student,3.8
3730,M,25-34,academic/educator,3.6
3731,M,25-34,technician/engineer,2.8
3732,M,25-34,technician/engineer,3.3
3733,M,18-24,college/grad student,4.0
3734,M,18-24,college/grad student,3.1
3735,M,25-34,other,3.6
3736,M,35-44,academic/educator,3.6
3737,M,25-34,sales/marketing,3.9
3738,M,45-49,executive/managerial,4.5
3739,M,56+,lawyer,3.5
3740,M,18-24,customer service,4.3
3741,M,25-34,other,3.6
3742,M,25-34,other,3.7
3743,F,35-44,executive/managerial,3.6
3744,M,25-34,other,4.1
3745,F,25-34,homemaker,3.3
3746,M,25-34,customer service,3.9
3747,M,45-49,retired,4.0
3748,M,18-24,college/grad student,3.7
3749,F,25-34,other,3.7
3750,F,18-24,college/grad student,3.4
3751,F,35-44,programmer,3.5
3752,F,18-24,academic/educator,3.4
3753,M,25-34,executive/managerial,3.8
3754,M,56+,executive/managerial,3.7
3755,F,50-55,sales/marketing,4.5
3756,M,18-24,programmer,3.9
3757,M,25-34,executive/managerial,4.3
3758,F,35-44,customer service,3.1
3759,M,35-44,doctor/health care,4.0
3760,M,50-55,other,3.8
3761,M,25-34,technician/engineer,4.2
3762,M,50-55,doctor/health care,2.5
3763,M,25-34,artist,3.9
3764,M,25-34,academic/educator,3.9
3765,F,50-55,clerical/admin,4.0
3766,F,18-24,academic/educator,3.0
3767,M,25-34,other,3.2
3768,M,25-34,college/grad student,3.4
3769,M,25-34,scientist,4.3
3770,F,35-44,clerical/admin,4.0
3771,M,25-34,academic/educator,2.7
3772,M,35-44,technician/engineer,3.9
3773,M,35-44,doctor/health care,3.5
3774,M,25-34,other,4.0
3775,M,35-44,programmer,3.8
3776,F,25-34,college/grad student,3.9
3777,M,18-24,college/grad student,3.6
3778,M,25-34,other,2.7
3779,F,45-49,artist,3.6
3780,M,Under 18,other,4.2
3781,F,56+,lawyer,4.5
3782,F,25-34,other,4.1
3783,M,25-34,executive/managerial,3.9
3784,F,25-34,academic/educator,3.8
3785,F,25-34,writer,3.2
3786,F,25-34,other,4.0
3787,F,25-34,other,4.0
3788,F,18-24,other,3.8
3789,F,25-34,other,4.2
3790,F,25-34,technician/engineer,4.3
3791,M,50-55,tradesman/craftsman,3.4
3792,M,25-34,doctor/health care,3.8
3793,M,18-24,college/grad student,2.8
3794,F,18-24,college/grad student,3.1
3795,F,18-24,college/grad student,4.1
3796,M,45-49,sales/marketing,4.0
3797,M,25-34,executive/managerial,3.5
3798,M,25-34,executive/managerial,3.6
3799,M,18-24,other,4.0
3800,M,18-24,academic/educator,3.5
3801,M,18-24,programmer,3.8
3802,M,18-24,other,3.2
3803,F,35-44,homemaker,3.6
3804,M,25-34,doctor/health care,3.6
3805,F,35-44,academic/educator,3.8
3806,M,18-24,college/grad student,3.0
3807,F,35-44,unemployed,3.2
3808,M,25-34,executive/managerial,3.0
3809,M,35-44,doctor/health care,4.4
3810,M,50-55,executive/managerial,4.4
3811,M,25-34,scientist,3.8
3812,M,35-44,technician/engineer,3.5
3813,M,35-44,executive/managerial,4.4
3814,M,25-34,scientist,3.5
3815,M,25-34,technician/engineer,4.3
3816,F,25-34,clerical/admin,3.9
3817,M,35-44,clerical/admin,3.5
3818,M,45-49,technician/engineer,4.1
3819,M,25-34,programmer,3.9
3820,M,25-34,technician/engineer,4.4
3821,M,25-34,writer,3.8
3822,M,45-49,writer,3.4
3823,M,56+,executive/managerial,4.0
3824,M,25-34,technician/engineer,2.8
3825,M,18-24,academic/educator,3.0
3826,M,25-34,academic/educator,3.9
3827,M,50-55,artist,3.7
3828,M,25-34,writer,3.9
3829,F,25-34,academic/educator,3.0
3830,M,18-24,college/grad student,4.1
3831,F,18-24,doctor/health care,3.4
3832,F,25-34,executive/managerial,3.7
3833,M,25-34,academic/educator,4.0
3834,M,18-24,artist,4.3
3835,M,25-34,executive/managerial,4.5
3836,F,50-55,farmer,3.4
3837,M,25-34,technician/engineer,3.8
3838,F,25-34,sales/marketing,3.2
3839,M,50-55,sales/marketing,3.3
3840,F,25-34,other,4.0
3841,M,45-49,tradesman/craftsman,3.3
3842,F,35-44,self-employed,4.0
3843,F,Under 18,K-12 student,2.7
3844,M,18-24,college/grad student,4.1
3845,M,25-34,programmer,4.1
3846,M,35-44,other,3.9
3847,M,25-34,executive/managerial,2.7
3848,M,25-34,scientist,4.2
3849,M,35-44,other,3.1
3850,M,18-24,clerical/admin,3.9
3851,M,25-34,programmer,3.1
3852,M,50-55,self-employed,4.4
3853,M,25-34,sales/marketing,4.3
3854,M,25-34,sales/marketing,4.0
3855,M,25-34,technician/engineer,3.7
3856,F,35-44,writer,3.9
3857,M,18-24,sales/marketing,4.5
3858,F,45-49,homemaker,4.3
3859,M,25-34,other,3.4
3860,M,45-49,technician/engineer,3.6
3861,M,18-24,college/grad student,4.0
3862,M,25-34,technician/engineer,3.9
3863,M,25-34,other,3.8
3864,M,50-55,writer,4.5
3865,F,Under 18,K-12 student,2.8
3866,M,45-49,sales/marketing,3.7
3867,M,35-44,clerical/admin,4.0
3868,M,18-24,programmer,3.4
3869,M,18-24,technician/engineer,3.0
3870,M,25-34,technician/engineer,3.8
3871,M,18-24,college/grad student,3.3
3872,M,25-34,academic/educator,4.5
3873,F,45-49,artist,3.7
3874,M,25-34,executive/managerial,3.9
3875,M,25-34,other,3.7
3876,M,25-34,other,3.6
3877,M,45-49,academic/educator,4.4
3878,M,35-44,self-employed,4.0
3879,M,25-34,clerical/admin,3.3
3880,M,25-34,executive/managerial,3.5
3881,M,18-24,artist,3.6
3882,M,56+,sales/marketing,3.7
3883,M,50-55,self-employed,3.2
3884,M,18-24,college/grad student,2.8
3885,M,25-34,programmer,3.6
3886,M,35-44,executive/managerial,3.7
3887,M,18-24,college/grad student,3.3
3888,M,45-49,technician/engineer,3.8
3889,M,45-49,doctor/health care,4.3
3890,M,18-24,college/grad student,4.2
3891,F,56+,self-employed,4.2
3892,M,25-34,writer,3.7
3893,M,25-34,doctor/health care,2.6
3894,M,35-44,self-employed,3.7
3895,F,35-44,other,3.3
3896,M,35-44,other,3.1
3897,M,56+,technician/engineer,4.1
3898,M,45-49,lawyer,3.7
3899,M,25-34,technician/engineer,3.6
3900,F,25-34,sales/marketing,3.6
3901,M,18-24,sales/marketing,3.5
3902,M,25-34,customer service,4.9
3903,M,25-34,other,3.3
3904,M,Under 18,K-12 student,3.9
3905,M,25-34,technician/engineer,3.9
3906,M,50-55,technician/engineer,3.7
3907,F,18-24,sales/marketing,3.6
3908,M,25-34,other,3.7
3909,M,18-24,technician/engineer,3.4
3910,M,25-34,writer,3.6
3911,M,18-24,other,3.6
3912,M,25-34,college/grad student,4.5
3913,M,18-24,technician/engineer,3.7
3914,M,35-44,college/grad student,3.6
3915,F,35-44,clerical/admin,3.7
3916,M,25-34,college/grad student,3.9
3917,F,35-44,homemaker,3.7
3918,M,25-34,tradesman/craftsman,3.3
3919,M,45-49,other,4.1
3920,M,35-44,technician/engineer,4.1
3921,M,25-34,sales/marketing,3.9
3922,M,18-24,college/grad student,2.8
3923,M,35-44,artist,3.8
3924,M,50-55,programmer,3.9
3925,M,25-34,programmer,4.0
3926,M,25-34,artist,3.9
3927,F,25-34,self-employed,3.9
3928,M,25-34,other,3.2
3929,M,25-34,customer service,3.0
3930,M,56+,clerical/admin,4.3
3931,M,25-34,customer service,3.5
3932,M,25-34,executive/managerial,3.9
3933,F,35-44,doctor/health care,3.9
3934,M,25-34,other,2.6
3935,M,35-44,tradesman/craftsman,3.4
3936,F,35-44,programmer,4.4
3937,M,56+,artist,4.3
3938,M,25-34,artist,4.2
3939,M,45-49,executive/managerial,3.7
3940,M,35-44,writer,3.7
3941,M,45-49,technician/engineer,3.0
3942,M,18-24,college/grad student,2.5
3943,F,35-44,executive/managerial,4.2
3944,F,35-44,self-employed,3.5
3945,F,45-49,academic/educator,3.4
3946,F,25-34,programmer,3.8
3947,M,25-34,other,4.1
3948,F,45-49,programmer,3.4
3949,M,45-49,other,3.8
3950,M,25-34,college/grad student,3.3
3951,F,18-24,college/grad student,3.6
3952,F,45-49,academic/educator,4.7
3953,M,25-34,programmer,3.9
3954,M,18-24,college/grad student,3.4
3955,M,35-44,other,3.4
3956,M,25-34,other,3.9
3957,M,35-44,lawyer,3.9
3958,M,45-49,executive/managerial,3.6
3959,F,45-49,academic/educator,2.6
3960,F,35-44,sales/marketing,4.2
3961,M,25-34,academic/educator,3.5
3962,F,56+,other,3.5
3963,M,50-55,writer,4.2
3964,M,56+,self-employed,3.9
3965,M,18-24,lawyer,3.9
3966,M,25-34,other,3.7
3967,F,18-24,artist,2.8
3968,M,25-34,artist,3.7
3969,M,56+,executive/managerial,3.5
3970,F,25-34,artist,3.3
3971,F,18-24,college/grad student,3.6
3972,F,25-34,doctor/health care,3.5
3973,M,25-34,executive/managerial,3.7
3974,M,35-44,other,3.8
3975,F,25-34,customer service,3.7
3976,F,25-34,other,3.6
3977,M,35-44,sales/marketing,3.9
3978,M,35-44,retired,4.4
3979,F,50-55,homemaker,4.1
3980,M,25-34,college/grad student,3.0
3981,F,45-49,other,3.6
3982,M,56+,retired,3.5
3983,M,25-34,other,3.4
3984,M,25-34,executive/managerial,3.7
3985,M,45-49,self-employed,3.6
3986,M,25-34,executive/managerial,3.9
3987,F,18-24,college/grad student,3.2
3988,F,25-34,sales/marketing,3.7
3989,M,50-55,programmer,4.0
3990,M,25-34,self-employed,4.0
3991,M,25-34,executive/managerial,3.7
3992,M,25-34,college/grad student,3.8
3993,M,25-34,other,3.1
3994,M,50-55,executive/managerial,4.0
3995,M,35-44,technician/engineer,3.6
3996,M,18-24,sales/marketing,4.1
3997,M,35-44,technician/engineer,3.5
3998,M,45-49,other,2.8
3999,M,35-44,technician/engineer,3.1
4000,M,35-44,executive/managerial,3.8
4001,F,25-34,academic/educator,3.4
4002,M,45-49,self-employed,3.8
4003,M,56+,retired,3.8
4004,M,50-55,other,2.7
4005,M,35-44,executive/managerial,3.7
4006,M,Under 18,executive/managerial,3.6
4007,M,35-44,programmer,2.9
4008,M,18-24,academic/educator,2.8
4009,M,18-24,executive/managerial,2.9
4010,M,25-34,sales/marketing,3.6
4011,M,25-34,technician/engineer,3.5
4012,M,18-24,college/grad student,3.5
4013,M,25-34,academic/educator,2.9
4014,M,25-34,other,3.7
4015,F,45-49,clerical/admin,3.6
4016,M,50-55,other,3.0
4017,M,25-34,sales/marketing,3.5
4018,F,45-49,writer,3.7
4019,M,35-44,technician/engineer,4.0
4020,M,25-34,doctor/health care,3.4
4021,M,50-55,writer,3.8
4022,M,35-44,sales/marketing,3.1
4023,F,35-44,homemaker,3.1
4024,M,25-34,customer service,3.2
4025,F,56+,doctor/health care,4.1
4026,M,25-34,executive/managerial,3.4
4027,F,25-34,executive/managerial,4.4
4028,M,25-34,college/grad student,3.5
4029,F,56+,clerical/admin,3.9
4030,M,35-44,executive/managerial,3.4
4031,M,25-34,other,4.1
4032,M,25-34,programmer,4.3
4033,M,25-34,doctor/health care,3.8
4034,M,25-34,other,4.3
4035,M,18-24,college/grad student,4.0
4036,M,25-34,academic/educator,3.4
4037,M,50-55,self-employed,3.8
4038,M,50-55,doctor/health care,4.0
4039,M,25-34,self-employed,3.9
4040,M,25-34,writer,3.0
4041,M,18-24,clerical/admin,3.3
4042,M,35-44,scientist,3.5
4043,F,25-34,scientist,3.6
4044,F,35-44,clerical/admin,4.2
4045,M,56+,retired,3.5
4046,M,45-49,technician/engineer,3.6
4047,M,18-24,college/grad student,4.3
4048,F,35-44,academic/educator,3.8
4049,M,45-49,lawyer,3.3
4050,M,35-44,doctor/health care,4.3
4051,M,18-24,sales/marketing,2.9
4052,M,25-34,artist,4.5
4053,M,25-34,tradesman/craftsman,3.5
4054,M,35-44,clerical/admin,3.7
4055,M,50-55,other,2.9
4056,M,Under 18,K-12 student,2.3
4057,M,35-44,doctor/health care,3.5
4058,M,25-34,doctor/health care,3.3
4059,M,25-34,sales/marketing,3.1
4060,M,25-34,tradesman/craftsman,3.9
4061,M,50-55,doctor/health care,3.2
4062,M,25-34,executive/managerial,3.4
4063,F,35-44,academic/educator,4.4
4064,M,45-49,other,3.1
4065,F,45-49,customer service,4.2
4066,M,25-34,other,3.2
4067,M,45-49,writer,3.0
4068,M,56+,clerical/admin,4.2
4069,M,35-44,scientist,3.9
4070,M,25-34,scientist,3.6
4071,M,25-34,technician/engineer,4.0
4072,M,50-55,doctor/health care,3.7
4073,M,25-34,doctor/health care,3.8
4074,M,35-44,doctor/health care,4.0
4075,M,25-34,self-employed,3.8
4076,M,25-34,technician/engineer,4.0
4077,F,35-44,artist,3.9
4078,M,25-34,scientist,3.4
4079,M,35-44,technician/engineer,4.0
4080,M,35-44,academic/educator,4.2
4081,M,18-24,programmer,4.0
4082,M,25-34,writer,4.0
4083,M,56+,sales/marketing,3.0
4084,M,56+,retired,4.4
4085,F,25-34,doctor/health care,3.7
4086,F,Under 18,K-12 student,4.5
4087,M,Under 18,college/grad student,3.0
4088,M,25-34,clerical/admin,3.3
4089,M,25-34,executive/managerial,3.8
4090,M,56+,doctor/health care,3.8
4091,M,25-34,technician/engineer,3.5
4092,F,25-34,other,4.2
4093,M,25-34,college/grad student,4.3
4094,M,25-34,technician/engineer,4.2
4095,M,25-34,other,3.8
4096,M,25-34,scientist,3.3
4097,M,25-34,executive/managerial,3.7
4098,M,35-44,executive/managerial,3.9
4099,M,35-44,technician/engineer,3.7
4100,M,56+,doctor/health care,4.1
4101,M,18-24,college/grad student,3.6
4102,M,Under 18,K-12 student,2.8
4103,M,18-24,self-employed,3.5
4104,M,18-24,self-employed,3.5
4105,M,50-55,executive/managerial,2.7
4106,M,25-34,self-employed,3.0
4107,F,25-34,other,4.0
4108,M,35-44,technician/engineer,4.3
4109,M,35-44,clerical/admin,3.5
4110,F,45-49,executive/managerial,4.3
